DATE,APPLE,EXXON_MOBIL,FORD,GEN_ELECTRIC,INTEL,MICROSOFT,NETFLIX,NOKIA,SP500,YAHOO
17/02/2011,358.709999,84.970001,15.95,21.540001,22.09,27.129999,237.779995,8.88,1340.380005,17.690001
21/02/2011,342.149994,86,15.36,20.879999,21.950001,26.780001,225.369991,8.71,1338.910034,17.08
22/02/2011,338.769997,87.199997,15.02,20.52,21.700001,26.530001,215.549994,8.66,1315.439941,17.030001
23/02/2011,344.019997,85.790001,14.57,20.120001,21.1,26.639999,212.500004,8.67,1307.089966,16.66
24/02/2011,345.259998,85.870003,14.94,20.709999,21.52,26.91,214.629999,8.68,1307.339966,16.389999
27/02/2011,351.240002,86.410004,15.29,20.950001,21.75,26.690001,213.849995,8.73,1321.609985,16.370001
28/02/2011,355.470005,84.589996,15.1,21.120001,21.610001,26.6,206.200006,8.6,1328.640015,16.459999
01/03/2011,349.959999,85.459999,14.66,20.18,21.42,26.110001,205.000006,8.74,1305.469971,16.65
02/03/2011,357.189991,85.919998,14.9,20.879999,21.66,26.26,206.5,8.54,1312.369995,16.85
03/03/2011,360.070004,85.839996,14.79,20.85,21.879999,26.219999,203.750004,8.51,1330.72998,16.75
06/03/2011,361.399994,84.599998,14.34,20.4,21.690001,26.129999,214.730001,8.38,1322.719971,17.07
07/03/2011,354.909992,84.120003,14.02,20.43,21.26,25.77,200.200003,8.59,1311.050049,16.74
08/03/2011,354.689987,83.800003,14.59,20.58,21.08,25.809999,195.289997,8.5,1319.920044,16.889999
09/03/2011,349.120007,81.019997,14.1,20.26,20.940001,25.620001,191.079994,8.32,1315.719971,17.299999
10/03/2011,345.330013,81.669998,13.9,19.950001,20.629999,25.41,202.219995,8.24,1293.430054,17
13/03/2011,353.179993,80.169998,14.47,19.959999,20.66,25.49,203.230005,7.74,1301.189941,17.24
14/03/2011,342.100006,81.230003,13.8,18.84,20.23,25.08,202.480001,8.04,1288.459961,16.66
15/03/2011,342.000004,80.379997,14.73,19.379999,20.030001,25.219999,221.029999,8.08,1279.459961,16.33
16/03/2011,336.830006,81.769997,14.56,19.27,20.02,25.059999,216.939999,8.32,1261.609985,16.16
17/03/2011,337.130013,81.870003,14.58,19.639999,19.98,25.059999,213.560001,8.46,1276.709961,16.1
20/03/2011,335.990013,83.099998,14.7,19.68,19.9,25.18,211.850002,8.41,1281.650024,16.18
21/03/2011,342.55999,82.650002,14.52,19.77,20.18,25.299999,220.770006,8.23,1298.290039,16.290001
22/03/2011,339.279995,82.779999,14.26,19.450001,20.09,25.23,222.049995,8.43,1292.189941,16.299999
23/03/2011,341.849987,82.989998,14.4,19.68,20.51,25.6,231.979996,8.4,1300.609985,16.190001
24/03/2011,348.069996,83.860001,15.2,19.85,20.299999,25.93,226.959988,8.69,1311.800049,16.940001
27/03/2011,353.150005,83.160004,14.99,19.809999,20.440001,25.66,233.500004,8.65,1315.449951,17.01
28/03/2011,347.66,83.800003,14.83,19.66,20.27,25.34,237.970013,8.61,1309.369995,16.6
29/03/2011,350.639988,84.82,14.88,19.98,20.42,25.6,238.690002,8.55,1321.890015,16.83
30/03/2011,346.359997,84.720001,14.82,20.08,20.290001,25.6,237.28001,8.44,1327.439941,16.709999
31/03/2011,351.110012,84.260002,15.03,20.139999,20.379999,25.530001,240.999989,8.62,1329.47998,16.83
03/04/2011,344.30999,84.68,15.39,20.73,19.790001,25.450001,244.830009,8.75,1333.560059,16.9
04/04/2011,336.990009,85.730003,15.65,20.48,19.59,25.82,244.599991,8.82,1332.030029,16.809999
05/04/2011,341.220013,85.160004,15.91,20.57,19.860001,25.98,247.999989,9,1335.939941,17.17
06/04/2011,338.099995,86,15.71,20.49,19.92,26.190001,235.379993,9.06,1334.819946,16.91
07/04/2011,339.92001,85.949997,15.65,20.49,20.040001,26.17,235.940006,9.09,1336.160034,17.08
10/04/2011,334.060009,84.239998,15.27,20.24,20.07,26.190001,232.779987,8.95,1329.01001,16.91
11/04/2011,330.489994,83.580002,14.59,20.02,20.01,25.83,224.870007,8.88,1321.959961,16.549999
12/04/2011,335.020004,82.379997,15.04,20.049999,19.879999,25.65,236.479992,8.63,1314.030029,16.43
13/04/2011,334.799999,83.800003,14.74,19.85,19.639999,25.42,237.98,8.57,1311.130005,16.549999
14/04/2011,333.299992,83.110001,14.86,20.049999,19.6,25.459999,236.630009,8.38,1314.540039,16.639999
17/04/2011,326.099987,82.970001,14.51,19.77,19.530001,25.1,232.01001,8.35,1313.349976,16.35
18/04/2011,333.099987,85.050003,14.65,19.99,19.67,25,233.769997,8.53,1305.98999,16.209999
19/04/2011,343.509998,85.769997,14.95,20.52,21.209999,25.540001,243.390003,8.81,1319.119995,16.700001
20/04/2011,355.000008,86.290001,15.23,20.780001,21.389999,25.790001,244.140007,8.65,1333.22998,16.93
24/04/2011,350.340008,86.43,15.51,20.139999,21.370001,25.559999,254.709995,8.66,1337.140015,17.01
25/04/2011,353.620003,87.480003,16.040001,20.040001,21.82,25.74,237.109993,9.03,1336.75,17.110001
26/04/2011,352.239998,87.029999,15.85,20.190001,22.540001,26.299999,228.669987,9.3,1348.430054,17.299999
27/04/2011,346.190006,87.43,15.47,20.690001,22.450001,26.459999,232.999992,9.32,1353.859985,17.219999
28/04/2011,346.780006,88.099998,15.49,20.719999,22.799999,26.549999,232.799988,9.32,1360.140015,17.459999
01/05/2011,349.739994,86.589996,15.52,20.700001,23.02,25.940001,238.220005,9.31,1365.209961,17.790001
02/05/2011,347.989994,85.190002,15.42,20.360001,22.809999,25.6,235.689987,8.86,1359.76001,18.23
03/05/2011,348.259987,83.519997,15.42,20.559999,23.049999,25.85,231.799992,8.51,1355.900024,17.99
04/05/2011,348.39999,83.269997,14.97,20.23,23.43,26.049999,226.389988,8.59,1344.160034,18.120001
05/05/2011,349.690006,83.010002,15.26,20.190001,23.459999,26.07,232.77,8.44,1340.23999,18.59
08/05/2011,347.860004,83.080002,15.12,19.969999,23.129999,25.799999,231.799992,8.51,1340.199951,18.6
09/05/2011,348.889988,82.510002,15.13,20.139999,22.85,25.379999,237.160007,8.7,1348.339966,18.67
10/05/2011,349.020004,80.620003,15.11,20.209999,23.290001,25.65,239.050011,8.64,1354.51001,18.450001
11/05/2011,346.119991,81.290001,15.14,20,23.25,25.35,241.199993,8.62,1339.390015,17.120001
12/05/2011,345.660007,80.220001,15.22,20.120001,23.66,25.280001,244.129993,8.65,1348.689941,16.139999
15/05/2011,339.199993,79.989998,15.21,19.85,23.32,24.959999,245.999996,8.57,1334.77002,16.68
16/05/2011,331.999989,80.879997,15.06,19.620001,23.370001,24.4,235.000011,8.56,1326.099976,15.88
17/05/2011,336.469997,82.269997,15.01,19.59,23.6,24.530001,237.400013,8.52,1328.540039,16.07
18/05/2011,342.080006,81.980003,15.1,19.870001,23.32,24.85,243.499992,8.51,1342.400024,16.049999
19/05/2011,339.560001,80.220001,15.05,19.93,23.459999,24.719999,241.580002,8.09,1342,16.32
22/05/2011,329.970009,81.050003,14.71,19.32,22.92,24.209999,243.020008,8.2,1333.069946,16.049999
23/05/2011,335.499989,80.970001,14.84,19.43,22.889999,24.200001,249.889992,8.07,1317.699951,16.110001
24/05/2011,333.430008,81.599998,14.54,19,22.52,24.17,247.939987,8.15,1316.359985,16.190001
25/05/2011,335.970013,82.739998,14.51,19.129999,22.620001,24.35,259.300007,8.19,1320.640015,16.18
26/05/2011,334.799999,83.279999,14.55,19.49,22.459999,24.68,264.499992,7.1,1325.689941,16.030001
30/05/2011,341.10001,83.550003,14.75,19.68,22.450001,24.959999,267.249989,6.51,1331.099976,16.17
31/05/2011,348.869987,81.769997,14.78,19.469999,22.450001,24.99,269.470013,6.73,1345.199951,16.34
01/06/2011,346.5,80.239998,14.26,19.16,22.01,24.49,266.049988,6.54,1314.550049,16
02/06/2011,343.180004,80.93,13.88,18.83,21.790001,24.049999,270.000011,6.72,1312.939941,15.82
05/06/2011,345.700008,80.610001,13.99,18.709999,21.74,23.889999,273.369995,6.59,1300.26001,15.65
06/06/2011,338.17001,80.610001,14.17,18.540001,22.040001,24.09,262.749992,6.37,1286.310059,15.54
07/06/2011,331.78001,81.239998,13.96,18.49,21.959999,23.9,263.259991,6.23,1284.630005,15.37
08/06/2011,333.250004,80.949997,13.74,18.549999,21.870001,24.01,262.219994,6.28,1279.630005,15.18
09/06/2011,330.549995,80,13.68,18.51,21.73,24.02,261.620007,6.23,1288.599976,15.27
12/06/2011,327.200012,80.050003,13.14,18.309999,21.43,23.790001,259.779991,6.33,1271.310059,15.2
13/06/2011,329.999996,79.529999,13.29,18.530001,21.6,24.299999,259.799992,5.99,1272.219971,15.26
14/06/2011,329.750004,78.589996,13.3,18.469999,21.68,24,259.480011,5.87,1287.869995,15.01
15/06/2011,326.900005,79.849998,13.05,18.209999,21.459999,23.75,256.450008,6.14,1265.530029,15.01
16/06/2011,328.990013,78.650002,12.94,18.629999,21.68,24.219999,251.049992,5.93,1268.579956,14.98
19/06/2011,317.360001,80.230003,12.66,18.34,21.190001,24.17,241.860008,5.95,1271.5,14.66
20/06/2011,316.680012,80.160004,13.08,18.6,21.459999,24.52,245.690002,6.14,1278.400024,15.03
21/06/2011,325.159992,78.739998,13.39,18.690001,21.540001,24.6,251.799995,5.86,1295.47998,15.29
22/06/2011,318.94001,78.550003,13.12,18.34,21.200001,24.440001,245.140003,6.03,1286.599976,15.08
23/06/2011,331.369987,76.879997,13.52,18.42,21.610001,24.51,257.000008,5.98,1283.040039,15.08
26/06/2011,327.590008,78.57,13.35,18.01,21.17,24.23,254.900013,6.05,1268.439941,14.87
27/06/2011,333.650013,79.849998,13.55,18.33,21.42,25.299999,261.919987,6.19,1280.209961,14.95
28/06/2011,336.040001,80.389999,13.41,18.540001,21.530001,25.709999,266.990009,6.39,1296.849976,14.96
29/06/2011,334.699997,81.190002,13.46,18.59,21.48,25.74,264.699997,6.39,1307.640015,14.98
30/06/2011,335.950012,81.300003,13.92,18.860001,22.209999,25.93,262.05999,6.26,1320.640015,15.08
04/07/2011,343,81.400002,14.07,19.219999,22.690001,26.1,275.999989,6.35,1339.589966,15.4
05/07/2011,348.949989,82.269997,14.13,18.969999,22.450001,25.969999,286.650005,6.44,1337.560059,15.53
06/07/2011,354.669987,81.580002,14.13,19.23,22.889999,26.49,293.43,6.3,1339.619995,15.78
07/07/2011,353.339996,81.300003,13.86,19.08,22.959999,26.540001,288.260002,5.99,1352.390015,15.62
10/07/2011,356.340012,81.510002,13.64,18.719999,22.84,26.620001,294.830006,5.89,1343.310059,15.43
11/07/2011,353.529987,82.269997,13.13,18.43,22.620001,26.549999,291.929993,5.66,1319.609985,15.01
12/07/2011,358.32999,83.050003,13.3,18.530001,22.57,26.6,300.699993,5.71,1314.449951,15.01
13/07/2011,361.009998,82.419998,13.33,18.65,22.559999,26.620001,299.499992,5.58,1317.73999,14.88
14/07/2011,361.170002,82.290001,13.14,18.549999,22.27,26.469999,287.959995,5.46,1308.869995,14.75
17/07/2011,365.429993,82.900002,13.02,18.33,22.290001,26.629999,282.460003,5.46,1315.939941,14.68
18/07/2011,378,83.839996,13,18.4,22.440001,26.809999,284.000011,5.74,1307.069946,14.57
19/07/2011,396.119987,83.860001,13.19,18.75,23.1,27.280001,282.999989,5.94,1328.660034,14.15
20/07/2011,386.950005,85.199997,13.16,18.98,22.35,27.040001,281.500008,5.98,1325.650024,13.5
21/07/2011,388.319996,84.199997,13.29,19.43,22.940001,26.860001,272.990013,5.76,1343.800049,13.65
24/07/2011,390.350002,84.669998,13.04,18.969999,22.940001,27.26,280.57,5.8,1344.319946,13.84
25/07/2011,399.999996,83.790001,13.3,19,23.030001,27.82,255.600002,5.79,1337.390015,13.7
26/07/2011,400.589996,81.739998,12.8,18.469999,22.65,27.879999,269.569988,5.71,1331.910034,13.87
27/07/2011,391.619991,80.790001,12.4,18.139999,22.469999,27.290001,264.330002,5.75,1304.839966,13.6
28/07/2011,387.640007,80.82,12.11,17.99,22.35,27.52,261.090008,5.79,1300.119995,13.89
31/07/2011,397.779999,78.900002,12.75,18.389999,22.57,27.51,268.540005,5.39,1292.589966,13.24
01/08/2011,397.650009,77.940002,12.28,17.74,22.01,26.98,261.740009,5.45,1286.560059,12.96
02/08/2011,390.980003,76.68,11.92,17.25,21.6,26.83,257.499992,5.2,1254.25,12.77
03/08/2011,389.410007,75.010002,11.49,17.190001,21.469999,26.530001,257.049995,5.26,1260.22998,12.8
04/08/2011,380.440002,72.739998,11.05,16.66,21,25.969999,248.540001,4.99,1200.280029,12.08
07/08/2011,361.689987,70.790001,10.02,15.67,20.24,25.02,229.949989,5.09,1198.47998,11.43
08/08/2011,361.299992,70.739998,10.5,15.59,20.280001,24.709999,227.159992,5.1,1120.22998,11.3
09/08/2011,371.14999,68.809998,10.82,15.85,20.27,24.950001,233.500004,4.87,1171.77002,11.77
10/08/2011,370.519989,72.360001,10.48,15.15,20.139999,24.5,235.110001,5.32,1121.300049,11.89
11/08/2011,378.069988,73.040001,11.29,16.040001,20.780001,25.129999,247.039993,5.96,1172.869995,12.81
14/08/2011,379.629997,73.349998,11.29,16.17,20.75,25.24,245.670002,6.19,1178.859985,13.63
15/08/2011,381.52,74.290001,11.23,16.24,20.74,25.219999,244.329998,5.95,1204.219971,13.34
16/08/2011,382.310005,72.410004,11.34,16.299999,20.58,25.25,240.609993,5.71,1192.890015,13.49
17/08/2011,370.839996,70.07,10.67,15.74,20.15,24.57,223.4,5.76,1189.619995,13.02
18/08/2011,362.169998,72.150002,10.05,15.1,19.610001,24.41,214.370007,5.94,1140.469971,12.75
21/08/2011,364.509998,70.599998,10.39,15.55,19.549999,24.42,212.370001,5.97,1123.550049,13.16
22/08/2011,360.299995,72.959999,10.16,15.17,19.360001,24.030001,206.999998,6.03,1124.359985,12.91
23/08/2011,373.46999,73.639999,10.31,15.48,19.58,24.65,219.040007,6.06,1162.160034,13.28
24/08/2011,365.079998,70.879997,10.53,15.94,19.83,25.08,217.790005,5.8,1176.689941,13.12
25/08/2011,371.169991,73.330002,10.18,15.4,19.43,24.51,214.379993,6.03,1158.849976,12.8
28/08/2011,388.179993,73.589996,10.64,15.79,19.940001,25.530001,226.970001,6.15,1177.910034,12.9
29/08/2011,388.250008,74.360001,10.87,15.95,20.190001,25.73,224.500011,6.51,1209.76001,13.3
30/08/2011,390.570007,74.150002,11.03,16.24,20.23,26.290001,238.930008,6.69,1213,13.91
31/08/2011,385.819992,72.110001,11.14,16.309999,20.280001,26.459999,234.529987,6.38,1219.119995,13.67
01/09/2011,374.740005,70.139999,10.53,15.85,19.799999,25.780001,208.709997,6.02,1203.900024,13.12
05/09/2011,367.37001,72.239998,10.02,15.25,19.25,25.200001,209.100006,6.34,1173.969971,12.52
06/09/2011,385.560013,73.389999,10.44,15.5,20.02,25.690001,221.489996,6.46,1165.849976,13.75
07/09/2011,382.399994,72.169998,10.49,15.69,20.049999,26,214.059999,6.18,1197.97998,13.57
08/09/2011,383.929989,70.339996,10.11,15.38,19.75,26,210.220005,5.79,1185.369995,14.36
11/09/2011,372.999992,71.760002,9.86,15.01,19.530001,25.440001,201.310001,5.84,1153.5,14.12
12/09/2011,382.139988,71.959999,10.16,15.02,20.32,25.92,209.959999,5.93,1162.589966,14.3
13/09/2011,387.019993,73.43,10.25,15.48,20.889999,26.17,209.070005,6.28,1173.319946,14.47
14/09/2011,391.43,74.519997,10.45,15.9,21.309999,26.73,176.73,6.2,1189.439941,14.73
15/09/2011,395.540001,72.910004,10.62,16.219999,21.65,27.049999,167.799995,5.84,1209.209961,15.09
18/09/2011,397.000008,73.870003,10.34,15.98,21.77,26.799999,156.689995,5.95,1214.98999,14.76
19/09/2011,415.250011,73.879997,10.61,16.25,21.99,27.309999,141.400005,5.82,1204.5,14.53
20/09/2011,419.639992,69.940002,10.4,15.97,22.18,27.049999,130.379993,5.36,1203.630005,14.38
21/09/2011,401.030006,68.459999,9.79,14.96,21.549999,25.299999,132.129993,5.14,1164.550049,14.2
22/09/2011,400.280003,70.010002,9.46,14.9,21.389999,24.9,128.049994,5.36,1128.819946,14.23
25/09/2011,399.859993,73.330002,9.96,15.4,22.16,25.190001,136.219994,5.68,1136.910034,14.79
26/09/2011,408.729996,72.43,10.32,15.81,22.5,25.66,134.380005,5.68,1163.319946,14.92
27/09/2011,400.189987,73.120003,10.18,15.75,22.610001,25.93,128.540005,5.79,1175.390015,14.61
28/09/2011,401.919987,72.760002,10.14,15.82,22.379999,25.98,128.069994,5.59,1151.73999,14.34
29/09/2011,387.119995,72.050003,9.89,15.65,21.93,25.200001,109.220003,5.72,1159.930054,13.21
02/10/2011,380.369987,70.25,9.66,15.1,21.18,24.719999,115.140005,5.22,1131.209961,13.7
03/10/2011,374.569988,72.669998,9.22,14.49,20.450001,24.299999,114.679995,5.39,1097.420044,14
04/10/2011,367.860008,73.300003,10.07,14.94,21.25,25.42,115.590002,5.56,1124.030029,14.66
05/10/2011,373.330013,74.470001,10.61,15.27,21.92,25.9,119.700003,5.97,1144.109985,15.16
06/10/2011,375.780003,74.730003,11.04,15.7,22.07,26.34,122.999998,6.08,1165.030029,15.64
09/10/2011,379.090012,75.779999,10.93,15.79,22.48,26.58,127.559996,6.1,1158.150024,15.86
10/10/2011,392.57,76.739998,11.17,15.98,22.76,26.860001,109.319999,6.38,1194.599976,15.79
11/10/2011,407.340004,76.220001,11.4,16.25,23,27.18,109.400001,6.33,1196.189941,15.93
12/10/2011,404.980003,77.099998,11.39,16.23,23.02,26.76,112.6,6.33,1206.959961,15.76
13/10/2011,416.829994,77.870003,11.58,16.42,23.440001,27.309999,121.470003,6.21,1205.650024,16.129999
16/10/2011,421.740013,77.57,11.71,16.49,23.32,27.110001,115.909996,6.02,1224.469971,15.95
17/10/2011,421.759987,78.57,11.41,16.25,23.17,26.940001,117.25,6.12,1200.75,15.72
18/10/2011,401.349987,78.32,11.77,16.709999,24.01,27.370001,110.660003,6.66,1223.459961,16.040001
19/10/2011,399.999996,79.589996,11.66,16.57,23.879999,27.26,110.050002,6.45,1209.920044,16.200001
20/10/2011,398.100006,79.919998,11.86,16.370001,23.860001,27.15,113.689999,6.61,1215.390015,16.379999
23/10/2011,396.179989,79.830002,12.31,16.370001,24.049999,27.059999,119.100002,6.71,1238.719971,16.57
24/10/2011,405.029991,80.160004,12.58,16.459999,24.469999,27.08,74.899999,6.9,1254.189941,16.66
25/10/2011,401.76001,81.910004,12.09,16.41,24.799999,27.030001,78.73,7.22,1229.170044,16.33
26/10/2011,407.560009,80.989998,12.29,16.959999,24.93,27.129999,82.179998,7.12,1243.969971,16.559999
27/10/2011,403.000011,80.589996,11.97,17.190001,24.870001,27.139999,80.280002,7.03,1284.390015,16.41
30/10/2011,402.419998,75.82,11.8,16.98,24.57,26.76,83.639998,6.25,1284.959961,16.059999
31/10/2011,397.410004,77.370003,11.33,16.129999,24.110001,26.190001,80.109998,6.46,1251,14.95
01/11/2011,400.090012,78.190002,11.26,16.370001,24.02,26.1,80.709998,6.65,1219.619995,15.1
02/11/2011,399.069988,78.07,11.29,16.52,23.790001,26.24,84.130003,6.74,1238.25,15.2
03/11/2011,402.030003,78.82,11.28,16.549999,24.040001,26.379999,91.469997,6.74,1260.819946,15.39
06/11/2011,399.910007,79.25,11.2,16.370001,23.700001,26.209999,91,6.82,1253.209961,15.26
07/11/2011,402.210007,77.900002,11.27,16.440001,24.48,27.01,91.229999,6.53,1261.119995,15.87
08/11/2011,396.969994,78.529999,11.2,16.15,24.24,26.59,89.000001,6.53,1275.180054,16.17
09/11/2011,397.029995,79.629997,11.17,16.08,24.139999,26.469999,89.290001,6.6,1229.589966,16.18
10/11/2011,386.609997,79.529999,11.15,16.24,24.309999,26.58,85.899997,6.62,1240.119995,15.96
13/11/2011,383.519993,78.860001,11.12,16.219999,24.780001,26.879999,87.989998,6.47,1263.849976,16.17
14/11/2011,380.800011,78.239998,10.93,16.030001,24.66,26.559999,85.15,6.59,1251.699951,15.93
15/11/2011,389.250004,78.120003,10.8,16.07,25.129999,26.469999,86.460003,6.6,1257.810059,15.8
16/11/2011,383.980003,78.220001,10.54,15.98,24.9,26.01,80.77,6.55,1236.560059,15.69
17/11/2011,378.919994,76.529999,10.28,15.77,24.17,25.48,76.7,6.31,1216.189941,15.57
20/11/2011,370.400013,76.379997,9.99,15.48,24.030001,25.24,77,5.81,1215.619995,15.19
21/11/2011,371.02,75.029999,10.02,15.29,23.379999,24.889999,69.210002,5.59,1192.97998,14.88
22/11/2011,374.509987,74.510002,9.97,14.91,23.040001,24.610001,69.649999,5.36,1187.47998,15.2
24/11/2011,368.419994,75.839996,9.81,14.76,22.549999,24.379999,68.169998,5.69,1161.410034,15
27/11/2011,372.349991,76.410004,10.15,15.23,23.280001,24.940001,67.200003,5.6,1158.670044,15.24
28/11/2011,375.840004,78.419998,10.03,14.91,23.49,24.82,69.329998,5.69,1192.560059,15.6
29/11/2011,381.290009,80.199997,10.33,15.31,24.280001,25.370001,69.029998,5.8,1196.719971,15.9
30/11/2011,382.539997,80.669998,10.51,15.89,24.870001,25.559999,64.419999,5.69,1246.910034,16.42
01/12/2011,389.82999,80.879997,10.79,16.040001,25.01,25.59,66.22,5.52,1246.030029,16.309999
04/12/2011,393.489994,80.629997,11.16,16.35,25.030001,25.780001,66.949997,5.35,1244.329956,16.110001
05/12/2011,392.509998,80.610001,11.1,16.5,25.09,25.809999,70.080002,5.27,1257.189941,15.9
06/12/2011,389.929993,80.75,11,16.68,25.33,25.67,68.300001,5.09,1258.140015,15.82
07/12/2011,391.450001,80.629997,10.96,16.58,25.450001,25.48,71.530002,5,1260.869995,15.6
08/12/2011,392.850006,80.730003,10.94,16.379999,24.41,25.52,69.540003,5.02,1234.47998,15.61
11/12/2011,391.679993,80.610001,10.87,16.709999,24.18,25.41,69.740001,5.08,1255.050049,15.71
12/12/2011,392.999996,79.589996,10.92,16.559999,24.049999,25.75,75.449998,5.07,1236.829956,15.54
13/12/2011,386.700012,79.93,10.33,16.34,23.48,25.719999,69.579997,4.98,1225.72998,15.19
14/12/2011,383.330002,80.739998,10.31,16.82,23.58,25.719999,71.600003,4.83,1212.119995,15.21
15/12/2011,380.360001,80.239998,10.32,16.940001,23.469999,25.67,70.189998,4.71,1216.089966,15.05
18/12/2011,382.470009,80.660004,10.25,16.969999,23.389999,26.02,69.790002,4.75,1219.73999,14.95
19/12/2011,387.76001,82.019997,10.21,17.049999,23.49,25.860001,68.650002,4.81,1205.719971,14.68
20/12/2011,396.689987,83.559998,10.38,17.32,23.950001,26.01,71.290003,4.85,1241.25,15.15
21/12/2011,397.000008,84.279999,10.78,17.700001,23.83,25.82,71.119999,4.92,1243.719971,16.360001
22/12/2011,399.690002,84.970001,10.99,18.02,24.129999,25.91,74.130001,4.86,1254,16.049999
26/12/2011,403.099987,85.150002,10.87,18.18,24.450001,25.959999,72.299999,4.8,1265.02002,16.16
27/12/2011,406.890007,84.089996,10.82,18,24.52,26.110001,70.519999,4.76,1265.380005,16.030001
28/12/2011,403.399994,85.160004,10.56,17.809999,24.360001,25.950001,68.979997,4.78,1249.75,15.95
29/12/2011,403.51001,85.970001,10.64,18.030001,24.43,26,69.11,5.17,1262.819946,16.18
02/01/2012,409.399998,85.790001,11,18.23,24.620001,26.549999,70.28,5.03,1258.859985,16.27
03/01/2012,410.000011,85.639999,11.15,18.309999,24.57,26.82,72.35,5.22,1277.030029,16.120001
04/01/2012,414.950005,85.919998,11.33,18.459999,25.059999,27.379999,79.420002,5.35,1277.300049,15.6
05/01/2012,419.770008,85,11.74,18.73,25.209999,27.530001,79.120002,5.21,1280.930054,15.64
08/01/2012,425.499992,86.07,11.83,18.74,25.4,28.049999,89.610002,5.34,1277.829956,15.59
09/01/2012,425.909988,85.099998,12,19.01,25.709999,27.93,99.800001,5.33,1280.77002,15.57
10/01/2012,422.680008,84.389999,11.74,18.549999,25.43,27.43,94.989998,5.33,1292.02002,15.56
11/01/2012,422.279999,84.160004,12.16,18.959999,25.85,27.870001,92.48,5.22,1292.47998,15.58
12/01/2012,419.699993,85.75,12.01,18.780001,25.690001,27.93,91.469997,5.41,1294.819946,15.65
16/01/2012,424.199989,85.300003,12.2,18.99,25.18,28.4,96.000001,5.65,1290.219971,15.63
17/01/2012,426.959999,86.339996,12.03,18.58,25.129999,28.309999,93.180003,5.61,1293.650024,15.87
18/01/2012,430.150005,87.080002,12.48,19.030001,25.52,28.16,99.659998,5.68,1308.069946,15.9
19/01/2012,427.489998,87.5,12.55,18.809999,25.870001,28.82,102.599998,5.63,1314.48999,16.110001
22/01/2012,422.669994,87.080002,12.69,19.09,26.35,29.549999,98.710003,5.27,1315.290039,15.85
23/01/2012,425.10001,86.769997,12.56,18.84,26.700001,29.469999,92.099998,5.2,1315.959961,15.57
24/01/2012,454.439987,87.639999,12.8,18.83,26.84,29.07,92.699999,5.46,1314.400024,15.6
25/01/2012,448.360008,86.239998,13.03,19.26,26.950001,29.610001,113.900003,5.23,1326.280029,15.63
26/01/2012,444.339996,85.269997,11.96,19,26.66,29.450001,115.799994,4.97,1318.25,15.5
29/01/2012,445.709988,84.919998,12.06,18.83,26.51,28.969999,124.759998,5.07,1316.160034,15.61
30/01/2012,455.589973,84.230003,12.47,18.98,26.790001,29.66,124.990004,5.1,1313.530029,15.54
31/01/2012,458.410011,84.279999,12.73,18.940001,26.74,29.790001,121.410002,5.04,1312.449951,15.57
01/02/2012,455.899994,84.239998,12.4,18.85,26.59,29.9,123.499996,5.06,1324.23999,15.76
02/02/2012,457.300026,84.870003,12.47,19,26.67,30.139999,125.000004,5,1326.209961,15.94
05/02/2012,458.379997,85.220001,12.85,18.99,26.549999,30.040001,123.220003,5.15,1344.319946,15.94
06/02/2012,465.250008,85.830002,12.93,19.02,26.629999,30.15,128.729996,5.16,1344.329956,15.84
07/02/2012,470.500008,85.330002,12.91,19.190001,26.66,30.26,125.869997,5.17,1347.040039,15.96
08/02/2012,480.760002,84.019997,12.89,19.309999,26.91,30.68,124.410004,5.01,1349.969971,16.1
09/02/2012,490.960022,84.339996,12.52,18.99,26.74,30.639999,124.049995,5.05,1351.209961,16.02
12/02/2012,499.529991,84.419998,12.74,19.030001,26.83,30.629999,124.970003,5.1,1343.060059,16.129999
13/02/2012,504.659988,84.860001,12.46,18.93,26.57,30.33,118.99,5.15,1351.300049,16.07
14/02/2012,514.259995,84.449997,12.47,19.01,26.879999,30.33,123.629999,5.13,1350.52002,15.23
15/02/2012,491.500008,86.07,12.38,18.860001,26.4,30.309999,122.209993,5.34,1342.609985,15.25
16/02/2012,503.109993,86.040001,12.84,19.18,26.860001,31.200001,122.130005,5.54,1358.060059,15.41
20/02/2012,506.880013,86.839996,12.74,19.42,27.34,31.18,123.850004,5.6,1361.219971,15.04
21/02/2012,513.079994,86.580002,12.49,19.43,27.059999,31.450001,114.91,5.44,1362.109985,14.68
22/02/2012,515.079987,87.370003,12.27,19.07,26.559999,31.200001,111.550003,5.79,1357.530029,14.55
23/02/2012,519.669998,87.150002,12.43,19.360001,26.719999,31.48,112.879993,5.44,1363.459961,14.86
26/02/2012,521.309982,87.230003,12.11,19.02,26.52,31.24,108.050003,5.44,1365.199951,14.74
27/02/2012,527.960014,87.449997,12.34,19.120001,26.93,31.41,108.409998,5.35,1367.560059,14.93
28/02/2012,541.560005,86.470001,12.28,19.18,27.25,31.889999,113.079998,5.31,1372.199951,14.89
29/02/2012,548.169983,86.660004,12.48,19.15,27.059999,31.93,109.1,5.21,1365.900024,14.89
01/03/2012,544.240013,86.169998,12.74,19.139999,26.9,32.310001,112.489998,5.21,1374.089966,14.89
04/03/2012,545.420013,86.239998,12.67,18.950001,26.91,32.009998,114.699995,4.98,1369.589966,14.66
